CUST_ID,TARGET_xgboost,TARGET_gbm,TARGET_rf,TARGET_glm,TARGET_deeplearning,submission$TARGET
46667,0,0,0,0,0,0
46809,0,0,0,0,0,0
46822,0,0,0,1,0,0
46855,0,0,0,0,0,0
46913,0,1,1,1,1,0
46995,0,0,0,0,0,0
47010,1,1,1,1,0,0
47051,0,0,0,0,0,0
47052,0,0,0,0,0,0
47069,0,0,0,0,0,0
47072,0,0,0,0,0,0
47097,0,0,0,0,0,0
47122,0,0,0,0,0,0
47350,0,0,0,0,0,0
47388,0,0,0,0,0,0
47430,0,0,0,0,0,0
47475,0,0,0,0,0,0
47559,0,0,0,0,0,0
47593,0,0,0,0,0,0
47611,0,0,0,0,0,0
47688,0,0,0,0,0,0
47733,0,0,0,0,0,0
47761,0,0,0,0,0,0
47979,0,0,0,0,0,0
48015,0,0,0,0,0,0
48103,0,0,0,1,0,0
48250,1,1,1,1,0,0
48311,0,1,1,1,0,0
48348,0,0,0,0,0,0
48349,0,0,0,0,0,0
48538,0,0,0,1,0,0
48563,0,0,0,0,0,0
48591,0,0,0,0,0,0
48666,0,0,0,0,0,0
48670,0,0,0,0,0,0
48679,0,0,0,0,0,0
48742,0,0,0,0,0,0
48762,0,0,0,0,0,0
48806,0,0,0,0,0,0
48931,0,0,0,1,0,0
48961,0,0,0,0,0,0
49081,0,0,0,0,0,0
49199,0,0,0,0,0,0
49200,0,0,0,0,0,0
49271,0,0,0,1,1,0
49301,1,0,0,0,0,0
49378,1,1,1,1,1,1
49422,0,0,0,0,0,0
49437,0,0,0,0,0,0
49449,0,0,0,0,0,0
49571,0,0,0,0,0,0
49599,0,0,0,0,0,0
49609,0,0,0,0,0,0
49622,0,0,0,0,0,0
49640,0,0,0,0,0,0
49735,0,0,0,0,0,0
49736,0,0,0,0,0,0
49855,0,0,0,0,0,0
50012,0,0,0,0,0,0
50104,0,0,0,0,0,0
50108,1,1,1,1,1,1
50276,0,0,0,1,0,0
50399,0,0,0,0,0,0
50442,1,1,1,1,0,1
50492,0,0,0,1,0,0
50497,0,0,0,0,0,0
50669,0,0,0,0,0,0
50676,0,0,0,0,0,0
50802,0,0,0,0,0,0
50833,0,0,0,0,0,0
50911,0,0,0,0,0,0
50951,0,0,0,1,0,0
50965,0,0,0,0,0,0
50997,0,1,1,1,0,0
51088,0,0,0,0,0,0
51202,0,0,0,0,0,0
51215,0,0,0,0,0,0
51227,0,0,0,0,0,0
51234,0,0,0,0,0,0
51265,0,0,0,0,0,0
51309,0,0,0,0,0,0
51429,0,0,0,0,0,0
51433,0,0,0,0,0,0
51459,1,1,1,1,0,0
51546,0,0,0,0,0,0
51586,0,0,0,1,0,0
51681,0,0,0,0,0,0
51773,0,0,0,0,0,0
51803,0,0,0,1,1,0
51811,0,0,0,0,0,0
51827,0,0,0,0,0,0
51897,0,0,0,0,0,0
51910,0,0,0,0,0,0
51919,0,0,0,0,0,0
52017,0,0,0,0,0,0
52133,0,0,0,0,0,0
52163,0,0,0,1,0,0
52248,0,0,0,0,0,0
52398,0,0,0,0,0,0
52409,0,0,0,0,0,0
52459,0,0,0,0,0,0
52493,0,0,0,0,0,0
52569,0,0,0,0,0,0
52615,0,0,0,0,0,0
52667,0,0,0,0,0,0
52680,1,1,1,1,0,0
52698,1,0,0,1,0,0
52762,0,0,0,1,0,0
52834,0,0,0,0,0,0
52865,0,0,0,0,0,0
52871,0,0,0,0,0,0
52881,0,0,0,0,0,0
53030,0,0,0,0,0,0
53069,0,0,0,0,0,0
53168,0,0,0,0,0,0
53227,0,0,0,0,0,0
53481,0,0,0,0,0,0
53530,0,0,0,0,0,0
53542,1,1,1,1,1,1
53549,0,0,0,1,0,0
53584,0,0,0,0,0,0
53634,0,0,0,0,0,0
53843,0,0,0,0,0,0
53845,0,0,0,0,0,0
53907,0,0,0,0,0,0
53966,1,0,0,1,0,0
54124,0,0,0,1,0,0
54200,0,0,0,0,0,0
54266,0,0,0,0,0,0
54399,0,0,0,0,0,0
54418,0,0,0,0,0,0
54436,0,0,0,0,0,0
54467,0,0,0,0,0,0
54474,0,0,0,0,0,0
54511,0,0,0,0,0,0
54528,0,0,0,0,0,0
54563,0,0,0,0,0,0
54613,0,0,0,0,0,0
54637,0,0,0,0,0,0
54638,0,0,0,0,0,0
54806,1,1,1,1,0,0
54824,0,0,0,1,0,0
54953,0,0,0,0,0,0
54988,0,0,0,0,0,0
55056,0,0,0,0,0,0
55209,0,0,0,0,0,0
55213,0,0,0,0,0,0
55239,0,0,0,1,0,0
55256,0,0,0,0,0,0
55405,1,1,1,1,0,1
55442,0,0,0,0,0,0
55463,0,0,0,0,0,0
55504,0,0,0,0,0,0
55526,0,0,0,0,0,0
55597,0,0,0,0,0,0
55630,0,0,0,0,0,0
55644,0,0,0,0,0,0
55651,0,0,0,1,0,0
55660,0,0,0,0,0,0
55850,0,0,0,1,0,0
55896,0,0,0,0,0,0
55925,0,0,0,0,0,0
55952,0,0,0,0,0,0
56002,0,0,0,0,0,0
56008,0,0,0,0,0,0
56089,1,1,1,1,0,1
56097,0,0,0,0,0,0
56182,1,1,1,1,0,1
56248,0,1,1,1,0,0
56326,0,0,0,0,0,0
56358,0,0,0,0,0,0
56395,0,0,0,0,0,0
56405,0,0,0,0,0,0
56489,0,0,0,1,0,0
56504,0,0,0,0,0,0
56529,0,0,0,0,0,0
56542,0,0,0,0,0,0
56641,1,1,1,1,0,0
56653,0,0,0,0,0,0
56877,0,0,0,0,0,0
56885,0,0,0,0,0,0
56917,0,0,0,0,0,0
56984,0,0,0,0,0,0
56990,0,0,0,0,0,0
57049,0,0,0,0,0,0
57237,0,0,0,0,0,0
57264,1,1,1,1,0,1
57266,0,0,0,0,0,0
57285,0,0,0,0,0,0
57319,0,0,0,1,0,0
57396,0,0,0,1,0,0
57551,0,0,0,0,0,0
57565,1,1,1,1,0,0
57719,0,0,0,0,0,0
57766,0,0,0,1,0,0
57784,0,0,0,0,0,0
57834,0,0,0,0,0,0
57963,0,0,0,1,0,0
58063,1,1,1,1,1,0
58064,1,1,1,1,0,0
58078,0,1,1,1,0,0
58082,0,0,0,1,0,0
58132,0,0,0,1,0,0
58333,1,1,1,1,0,0
58422,0,0,0,1,0,0
58472,0,0,0,0,0,0
58544,0,0,0,0,0,0
58576,0,0,0,0,0,0
58584,0,0,0,0,0,0
58598,0,0,0,0,0,0
58630,0,0,0,0,0,0
58781,0,0,0,0,0,0
58822,0,0,0,0,0,0
58885,1,1,1,1,0,1
58954,0,0,0,0,0,0
59108,0,0,0,0,0,0
59166,0,0,0,1,0,0
59207,0,0,0,1,0,0
59218,0,0,0,0,0,0
59235,0,0,0,0,0,0
59245,0,0,0,0,0,0
59260,0,0,0,0,0,0
59279,0,0,0,0,0,0
59345,0,0,0,0,0,0
59395,0,0,0,0,0,0
59445,0,0,0,0,0,0
59465,0,0,0,0,0,0
59487,0,0,0,0,0,0
59515,0,0,0,0,0,0
59586,0,0,0,0,0,0
59611,0,0,0,1,0,0
59671,0,0,0,0,0,0
59716,0,0,0,1,0,0
59750,0,0,0,1,0,0
59775,0,0,0,0,0,0
59778,0,0,0,0,0,0
59788,0,1,1,1,0,0
59898,0,0,0,0,0,0
59908,0,0,0,0,0,0
59918,0,0,0,0,0,0
60004,0,0,0,0,0,0
60032,0,0,0,0,0,0
60040,0,0,0,0,0,0
60065,0,0,0,0,0,0
60092,0,0,0,0,0,0
60223,0,0,0,0,0,0
60285,0,0,0,0,0,0
60312,0,0,0,0,0,0
60392,1,1,1,1,0,1
60584,0,0,0,1,0,0
60659,1,1,1,1,1,1
60767,0,0,0,0,0,0
60774,0,0,0,0,0,0
60863,0,0,0,0,0,0
60908,0,0,0,0,0,0
60924,0,0,0,0,0,0
61025,0,0,0,0,0,0
61124,0,0,0,0,0,0
61173,0,0,0,0,0,0
61193,0,0,0,0,0,0
61240,0,0,0,0,0,0
61289,0,0,0,0,0,0
61336,0,0,0,1,0,0
61374,1,1,1,1,0,0
61395,0,0,0,0,0,0
61502,0,0,0,0,0,0
61606,0,0,0,0,0,0
61618,0,0,0,0,0,0
61650,0,0,0,0,0,0
61688,0,0,0,1,0,0
61697,0,0,0,0,0,0
61781,0,0,0,0,0,0
61817,0,0,0,0,0,0
61852,0,0,0,0,0,0
61856,0,0,0,0,0,0
61888,0,0,0,0,0,0
61945,1,1,1,1,0,1
61982,0,0,0,0,0,0
62000,0,0,0,0,0,0
62003,0,0,0,0,0,0
62073,0,0,0,0,0,0
62107,0,0,0,0,0,0
62109,0,0,0,0,0,0
62156,0,0,0,0,0,0
62216,1,0,0,1,0,0
62224,1,0,0,1,0,0
62267,0,0,0,0,0,0
62285,0,0,0,1,0,0
62594,0,0,0,0,0,0
62659,0,0,0,0,0,0
62732,0,0,0,0,0,0
62738,0,0,0,0,0,0
62743,1,1,1,1,0,0
62764,0,0,0,1,0,0
62783,0,0,0,0,0,0
62815,0,0,0,0,0,0
62974,0,0,0,1,0,0
63001,0,0,0,0,0,0
63111,0,0,0,0,0,0
63193,0,0,0,0,0,0
63206,0,0,0,0,0,0
63220,0,0,0,0,0,0
63336,0,0,0,0,0,0
63364,0,0,0,0,0,0
63366,0,0,0,0,0,0
63379,0,0,0,0,0,0
63416,0,0,0,0,0,0
63432,0,0,0,0,0,0
63452,0,0,0,0,0,0
63473,0,0,0,0,0,0
63491,0,0,0,0,0,0
63538,0,0,0,0,0,0
63573,0,0,0,0,0,0
63592,0,0,0,0,0,0
63635,0,0,0,0,0,0
63656,0,0,0,0,0,0
63686,0,0,0,0,0,0
63688,0,0,0,0,0,0
63728,1,1,1,1,0,0
63781,0,0,0,0,0,0
63894,1,1,1,1,0,1
63910,0,0,0,1,0,0
63943,0,0,0,0,0,0
63973,1,1,1,1,0,0
63975,0,0,0,0,0,0
64136,0,0,0,0,0,0
64194,1,1,1,1,0,1
64203,0,0,0,0,0,0
64268,1,1,1,1,0,0
64312,0,0,0,1,0,0
64357,0,0,0,0,0,0
64374,0,1,1,1,0,0
64393,0,1,1,1,0,0
64481,0,0,0,0,0,0
64598,0,0,0,0,0,0
64629,0,0,0,1,0,0
64689,0,0,0,0,0,0
64795,0,0,0,1,0,0
64803,1,1,1,1,0,0
64827,0,0,0,0,0,0
64833,0,0,0,0,0,0
65070,0,0,0,1,0,0
65138,1,1,1,1,0,0
65163,0,0,0,0,0,0
65298,1,1,1,1,0,1
65305,0,0,0,0,0,0
65476,0,0,0,0,0,0
65535,0,0,0,0,0,0
65536,0,0,0,1,0,0
65585,0,0,0,1,0,0
65615,0,0,0,0,0,0
65635,0,0,0,0,0,0
65711,0,0,0,0,0,0
65767,1,1,1,1,0,0
65768,0,0,0,0,0,0
65863,0,0,0,0,0,0
65927,0,0,0,0,0,0
66102,0,0,0,0,0,0
66193,0,0,0,1,0,0
66215,0,0,0,0,0,0
66271,0,0,0,0,0,0
66303,0,0,0,0,0,0
66310,0,0,0,0,0,0
66354,1,1,1,1,0,0
66480,0,0,0,0,0,0
66572,1,1,1,1,0,0
66596,0,0,0,0,0,0
66606,0,0,0,0,0,0
66786,0,0,0,0,0,0
66827,0,0,0,0,0,0
66851,0,0,0,0,0,0
66900,0,0,0,0,0,0
66976,0,0,0,0,0,0
66984,0,0,0,0,0,0
67068,0,0,0,0,0,0
67084,0,0,0,0,0,0
67118,0,0,0,0,0,0
67155,0,0,0,0,0,0
67196,0,0,0,0,0,0
67200,0,0,0,0,0,0
67212,0,0,0,0,0,0
67235,0,0,0,0,0,0
67241,0,0,0,0,0,0
67450,0,0,0,0,0,0
67518,0,0,0,0,0,0
67526,0,0,0,1,0,0
67571,0,0,0,1,0,0
67576,0,0,0,0,0,0
67638,0,0,0,1,0,0
67664,0,0,0,0,0,0
67700,0,0,0,0,0,0
67701,1,1,1,1,1,0
67704,0,0,0,0,0,0
67732,0,0,0,1,0,0
67789,1,1,1,1,0,1
67796,0,0,0,0,0,0
67799,0,0,0,0,0,0
67802,1,0,0,0,0,0
67828,1,1,1,1,0,1
67852,0,0,0,0,0,0
67892,0,0,0,0,0,0
67902,0,0,0,0,0,0
67914,0,0,0,1,1,0
67936,0,0,0,1,0,0
67978,0,0,0,0,0,0
68008,0,0,0,0,0,0
68019,0,0,0,0,0,0
68094,0,0,0,0,0,0
68146,1,1,1,1,0,0
68159,0,0,0,0,0,0
68205,0,0,0,1,0,0
68239,0,0,0,0,0,0
68250,0,0,0,0,0,0
68251,0,0,0,0,0,0
68402,0,0,0,0,0,0
68506,0,0,0,0,0,0
68512,0,0,0,0,0,0
68520,0,0,0,0,0,0
68598,1,1,1,1,0,0
68604,0,0,0,0,0,0
68619,0,0,0,0,0,0
68624,0,0,0,0,0,0
68661,0,0,0,0,0,0
68792,0,0,0,0,0,0
68806,0,0,0,0,0,0
68853,0,0,0,0,0,0
68876,0,0,0,0,0,0
68899,0,0,0,0,0,0
68918,0,0,0,1,0,0
68955,0,0,0,0,0,0
69060,0,0,0,0,0,0
69125,0,0,0,0,0,0
69126,0,0,0,0,0,0
69137,1,1,1,1,0,1
69177,1,0,0,1,0,0
69185,0,0,0,0,0,0
69230,1,1,1,1,0,1
69243,0,0,0,1,0,0
69299,0,0,0,0,0,0
69320,0,0,0,0,0,0
69324,0,0,0,0,0,0
69328,0,0,0,0,0,0
69361,0,0,0,0,0,0
69374,0,0,0,0,0,0
69375,0,0,0,1,0,0
69458,0,0,0,0,0,0
69480,0,0,0,0,0,0
69536,1,1,1,1,0,0
69587,0,0,0,0,0,0
69665,0,0,0,0,0,0
69668,0,0,0,1,0,0
69764,0,0,0,1,0,0
69782,0,0,0,0,0,0
69803,0,0,0,0,0,0
69846,0,0,0,0,0,0
69855,0,0,0,0,0,0
69950,0,0,0,0,0,0
69980,0,0,0,0,0,0
69992,0,0,0,0,0,0
69998,0,1,1,0,0,0
70024,0,0,0,0,0,0
70046,0,0,0,0,0,0
70120,1,1,1,1,0,1
70125,0,0,0,0,0,0
70146,0,0,0,0,0,0
70149,0,0,0,0,0,0
70355,0,0,0,0,0,0
70419,0,0,0,0,0,0
70433,0,0,0,0,0,0
70557,0,0,0,0,0,0
70566,0,0,0,0,0,0
70581,0,0,0,0,0,0
70599,0,0,0,0,0,0
70614,0,0,0,0,0,0
70646,0,0,0,0,0,0
70769,0,0,0,0,0,0
70803,0,0,0,0,0,0
70878,0,0,0,0,0,0
70954,0,0,0,0,0,0
71004,0,0,0,0,0,0
71031,0,0,0,0,0,0
71058,0,0,0,1,0,0
71092,0,0,0,0,0,0
71133,0,0,0,0,0,0
71248,0,0,0,0,0,0
71277,0,0,0,0,0,0
71369,0,0,0,0,0,0
71449,0,0,0,0,0,0
71483,0,0,0,0,0,0
71487,1,1,1,1,0,1
71537,0,0,0,0,0,0
71613,0,0,0,0,0,0
71614,0,1,1,1,0,0
71616,0,0,0,0,0,0
71699,0,0,0,0,0,0
71797,0,0,0,0,0,0
71812,0,0,0,0,0,0
71824,0,0,0,0,0,0
71835,0,0,0,0,0,0
71848,0,0,0,1,0,0
71892,0,0,0,0,0,0
71916,1,1,1,1,0,0
72031,0,0,0,0,0,0
72099,0,0,0,0,0,0
72102,0,0,0,0,0,0
72185,0,0,0,0,0,0
72291,0,0,0,0,0,0
72314,0,0,0,0,0,0
72453,0,0,0,0,0,0
72579,0,0,0,0,0,0
72587,0,0,0,1,1,0
72591,0,0,0,0,0,0
72660,0,0,0,0,0,0
72725,0,0,0,0,0,0
72933,0,0,0,0,0,0
72941,0,0,0,0,0,0
72983,0,0,0,0,0,0
72988,0,0,0,0,0,0
73052,0,0,0,1,0,1
73210,0,0,0,0,0,0
73290,0,0,0,0,0,0
73293,0,0,0,0,0,0
73325,0,0,0,0,0,0
73360,0,0,0,0,0,0
73394,0,0,0,1,0,0
73422,0,0,0,0,0,0
73431,0,0,0,0,0,0
73442,0,0,0,0,0,0
73503,0,0,0,0,0,0
73621,0,0,0,0,0,0
73756,0,0,0,0,0,0
73785,1,1,1,1,1,1
73853,0,0,0,0,0,0
73884,0,0,0,0,0,0
73890,1,0,0,0,0,0
73929,0,0,0,0,0,0
73937,0,0,0,0,0,0
73945,0,0,0,0,0,0
74110,0,0,0,0,0,0
74143,0,0,0,0,0,0
74156,0,0,0,0,0,0
74251,0,0,0,0,0,0
74313,0,0,0,0,0,0
74387,0,0,0,0,0,0
74559,0,1,1,1,0,0
74634,0,0,0,0,0,0
74685,0,0,0,1,0,0
74689,0,0,0,0,0,0
74719,0,0,0,0,0,0
74720,0,0,0,0,0,0
74722,0,0,0,1,0,0
74783,0,0,0,0,0,0
74820,0,0,0,1,0,0
74888,0,0,0,0,0,0
74940,0,0,0,0,0,0
74951,0,0,0,1,0,0
74974,0,0,0,0,0,0
75043,0,0,0,1,0,0
75110,0,0,0,0,0,0
75157,0,0,0,0,0,0
75206,0,0,0,0,0,0
75224,1,1,1,1,0,1
75283,0,0,0,0,0,0
75290,0,0,0,0,0,0
75339,0,0,0,0,0,0
75396,1,0,0,1,0,0
75434,0,0,0,0,0,0
75458,0,1,1,1,0,0
75493,0,0,0,0,0,0
75548,0,0,0,0,0,0
75753,0,0,0,0,0,0
75768,1,1,1,1,1,1
75779,0,0,0,0,0,0
75808,1,1,1,1,0,0
75810,0,0,0,0,0,0
75890,0,0,0,0,0,0
75911,0,0,0,0,0,0
75995,0,0,0,0,0,0
76025,0,0,0,1,0,0
76047,1,1,1,1,0,1
76054,0,0,0,0,0,0
76226,0,0,0,0,0,0
76283,0,0,0,0,0,0
76358,0,0,0,0,0,0
76382,0,0,0,0,0,0
76415,0,0,0,0,0,0
76455,0,0,0,0,0,0
76587,0,0,0,0,0,0
76742,0,0,0,0,0,0
76743,1,1,1,1,0,0
76768,0,0,0,0,0,0
76813,0,0,0,0,0,0
76888,0,0,0,0,0,0
76899,0,0,0,0,0,0
76966,0,0,0,0,0,0
76967,0,0,0,0,0,0
77175,0,0,0,0,0,0
77178,1,0,0,1,0,0
77244,0,0,0,0,0,0
77276,0,0,0,0,0,0
77374,1,0,0,0,0,0
77404,0,0,0,0,0,0
77579,0,0,0,0,0,0
77594,0,0,0,0,0,0
77684,0,0,0,0,0,0
77746,1,1,1,1,0,0
77783,0,0,0,0,0,0
77862,0,0,0,0,0,0
77888,0,0,0,0,1,0
77921,0,1,1,1,0,0
77935,0,0,0,0,0,0
77944,0,0,0,1,0,0
77990,0,0,0,0,0,0
78009,0,0,0,0,0,0
78065,0,0,0,0,0,0
78066,1,1,1,1,0,1
78219,0,0,0,0,0,0
78262,0,0,0,1,0,0
78287,1,1,1,1,1,1
78326,0,0,0,0,0,0
78327,0,1,1,1,0,0
78337,0,0,0,0,0,0
78430,0,0,0,0,0,0
78466,0,0,0,0,0,0
78630,1,1,1,1,0,0
78798,0,0,0,0,0,0
78817,0,0,0,0,0,0
78829,0,0,0,0,0,0
78860,1,1,1,1,0,0
78883,0,0,0,0,0,0
79008,0,1,1,1,1,0
79068,0,0,0,1,0,0
79085,0,0,0,0,0,0
79112,0,0,0,0,0,0
79160,0,0,0,0,0,0
79253,0,0,0,1,0,0
79361,0,0,0,0,0,0
79452,0,0,0,0,0,0
79535,0,0,0,0,0,0
79589,0,0,0,1,0,0
79625,0,0,0,0,0,0
79641,0,0,0,0,0,0
79780,0,0,0,0,0,0
79801,0,0,0,0,0,0
79918,0,0,0,0,0,0
79942,0,0,0,0,0,0
79988,0,0,0,0,0,0
80059,0,0,0,0,0,0
80089,0,0,0,1,0,0
80146,0,0,0,0,0,0
80172,0,0,0,0,0,0
80173,0,0,0,0,0,0
80233,0,0,0,0,0,0
80273,1,1,1,1,0,1
80291,0,0,0,0,0,0
80311,0,1,1,1,0,0
80312,0,0,0,0,0,0
80387,0,0,0,0,0,0
80407,0,0,0,0,0,0
80469,0,0,0,0,0,0
80516,0,0,0,0,0,0
80518,0,0,0,1,0,0
80588,1,1,1,1,1,0
80657,0,0,0,1,0,0
80821,0,0,0,0,0,0
80867,0,0,0,0,0,0
80868,0,0,0,0,0,0
80918,0,0,0,1,0,0
80919,0,0,0,0,0,0
80958,0,0,0,0,0,0
80999,0,0,0,0,0,0
81012,0,0,0,0,0,0
81063,0,0,0,0,0,0
81130,1,1,1,1,1,1
81138,0,0,0,0,0,0
81204,0,0,0,0,0,0
81331,0,0,0,0,0,0
81427,0,0,0,0,0,0
81491,0,0,0,0,0,0
81571,0,0,0,0,0,0
81621,0,0,0,0,0,0
81644,0,0,0,0,0,0
81727,0,0,0,0,0,0
81830,0,0,0,0,0,0
81844,0,0,0,0,0,0
81933,0,0,0,0,0,0
82016,0,0,0,0,0,0
82032,1,1,1,1,0,0
82175,0,0,0,0,0,0
82192,0,0,0,0,0,0
82201,0,0,0,0,0,0
82309,0,0,0,0,0,0
82326,0,0,0,0,0,0
82360,0,0,0,1,0,0
82446,0,0,0,0,0,0
82456,0,0,0,0,0,0
82495,0,0,0,0,0,0
82524,0,0,0,0,0,0
82544,0,0,0,0,0,0
82563,0,0,0,0,0,0
82612,0,0,0,0,0,0
82628,0,0,0,1,0,0
82631,0,0,0,0,0,0
82715,0,0,0,1,0,0
82795,0,0,0,0,0,0
82801,0,0,0,0,0,0
82805,1,1,1,1,0,0
82918,1,0,0,0,0,0
82969,0,0,0,0,0,0
82990,1,1,1,1,1,1
83023,0,0,0,1,0,0
83055,1,0,0,1,0,0
83060,0,0,0,0,0,0
83074,0,0,0,0,0,0
83123,0,0,0,0,0,0
83193,0,0,0,0,0,0
83197,0,0,0,0,0,0
83209,0,0,0,0,0,0
83210,0,0,0,1,0,0
83220,0,0,0,0,1,0
83276,0,0,0,0,0,0
83280,0,0,0,1,0,0
83313,0,0,0,0,0,0
83334,0,1,1,1,1,0
83347,0,0,0,0,0,0
83409,0,0,0,0,0,0
83418,0,0,0,0,0,0
83419,0,0,0,0,0,0
83441,0,0,0,0,0,0
83456,0,0,0,1,0,0
83596,0,0,0,1,0,0
83643,1,1,1,1,0,1
83756,0,0,0,0,0,0
83769,0,0,0,0,0,0
83865,0,0,0,0,0,0
83883,0,0,0,0,0,0
83916,0,0,0,0,0,0
83960,0,0,0,1,0,0
84084,0,0,0,0,0,0
84104,0,0,0,0,0,0
84124,0,0,0,0,0,0
84205,0,0,0,1,0,0
84253,0,0,0,0,0,0
84263,0,0,0,0,0,0
84288,0,0,0,1,0,0
84358,0,0,0,0,0,0
84480,1,1,1,1,0,0
84536,1,1,1,1,0,0
84546,0,0,0,0,0,0
84616,0,0,0,0,0,0
84742,0,0,0,0,0,0
84748,0,0,0,1,0,0
84781,0,1,1,1,0,0
84805,0,0,0,0,0,0
84924,0,0,0,0,0,0
85009,0,0,0,0,0,0
85087,0,0,0,1,0,0
85088,0,0,0,0,0,0
85167,0,0,0,0,0,0
85240,0,0,0,0,0,0
85316,0,0,0,1,0,0
85320,0,0,0,0,0,0
85352,1,1,1,1,0,0
85354,0,0,0,0,0,0
85383,0,0,0,0,0,0
85401,0,0,0,0,0,0
85409,0,0,0,1,0,0
85424,0,0,0,1,0,0
85447,0,0,0,0,0,0
85482,0,0,0,0,0,0
85555,0,0,0,0,0,0
85601,0,0,0,1,0,0
85606,0,0,0,0,0,0
85683,0,0,0,0,0,0
85745,0,0,0,0,0,0
85771,0,0,0,0,0,0
85781,0,0,0,0,0,0
85815,0,0,0,0,0,0
85881,0,0,0,1,0,0
85951,0,0,0,0,0,0
85952,0,0,0,0,0,0
85992,0,0,0,0,0,0
86105,0,0,0,0,0,0
86172,0,0,0,1,0,0
86211,0,0,0,0,0,0
86215,0,0,0,1,0,0
86308,0,0,0,0,0,0
86331,0,0,0,0,0,0
86437,0,0,0,0,0,0
86519,1,1,1,1,1,0
86539,0,0,0,1,0,0
86558,0,0,0,0,0,0
86587,0,0,0,0,0,0
86589,0,0,0,0,0,0
86619,0,0,0,0,0,0
86628,0,0,0,0,0,0
86672,1,1,1,1,0,0
86674,0,0,0,0,0,0
86676,0,0,0,0,0,0
86694,0,0,0,0,0,0
86711,0,0,0,0,0,0
86721,0,0,0,0,0,0
86908,0,0,0,0,0,0
86912,0,0,0,0,0,0
87166,1,1,1,1,1,1
87257,1,1,1,1,0,1
87280,0,0,0,0,0,0
87309,0,0,0,0,0,0
87326,0,0,0,0,0,0
87365,0,0,0,0,0,0
87375,0,0,0,1,0,0
87412,1,1,1,1,0,0
87478,0,0,0,0,0,0
87497,0,0,0,0,0,0
87564,0,0,0,0,0,0
87569,0,0,0,0,0,0
87635,0,0,0,0,0,0
87638,0,0,0,0,0,0
87643,0,0,0,0,0,0
87645,1,0,0,0,0,0
87677,0,0,0,0,0,0
87696,0,0,0,0,0,0
87720,0,0,0,0,0,0
87739,1,1,1,1,0,1
88057,0,1,1,1,0,0
88084,0,0,0,0,0,0
88111,0,0,0,0,0,0
88130,0,0,0,0,0,0
88157,0,0,0,0,0,0
88214,0,0,0,0,0,0
88271,1,0,0,0,0,0
88296,0,0,0,0,0,0
88330,0,0,0,0,0,0
88430,0,0,0,1,0,0
88453,0,0,0,0,0,0
88466,0,0,0,0,0,0
88468,0,0,0,0,0,0
88496,0,0,0,0,0,0
88578,0,0,0,0,0,0
88675,0,0,0,0,0,0
88681,0,0,0,0,0,0
88737,0,0,0,0,0,0
88761,0,0,0,1,0,0
88894,0,0,0,0,0,0
88920,0,0,0,0,0,0
88955,0,0,0,0,0,0
88975,0,0,0,0,0,0
88976,1,1,1,1,0,0
89005,0,0,0,0,0,0
89014,0,0,0,0,0,0
89069,0,0,0,0,0,0
89091,0,0,0,0,0,0
89117,0,0,0,0,0,0
89184,0,1,1,1,1,0
89212,0,0,0,0,0,0
89355,0,0,0,0,0,0
89514,0,0,0,0,0,0
89614,1,1,1,1,1,1
89762,0,0,0,0,0,0
89781,0,0,0,0,0,0
89878,0,0,0,0,0,0
89923,1,1,1,1,1,1
89933,0,0,0,1,0,0
90038,0,0,0,1,0,0
90067,1,1,1,1,1,1
90147,0,0,0,1,0,0
90161,0,0,0,0,0,0
90301,0,0,0,1,0,0
90464,0,0,0,0,0,0
90469,0,0,0,0,0,0
90494,0,0,0,0,0,0
90522,0,0,0,0,0,0
90552,0,0,0,0,0,0
90646,0,0,0,0,0,0
90680,0,0,0,0,0,0
90689,1,1,1,1,1,1
90692,0,0,0,1,0,0
90698,0,0,0,0,0,0
90725,0,0,0,0,0,0
90730,0,0,0,0,0,0
90798,0,0,0,0,0,0
90930,0,0,0,1,0,0
91065,0,0,0,0,0,0
91077,0,0,0,0,0,0
91176,0,0,0,0,0,0
91209,0,0,0,0,0,0
91215,0,0,0,0,0,0
91249,0,0,0,0,1,0
91295,0,0,0,0,0,0
91505,0,0,0,0,0,0
91519,0,0,0,0,0,0
91564,0,0,0,0,0,0
91595,0,0,0,0,0,0
91616,0,0,0,0,0,0
91643,0,0,0,0,0,0
91746,0,0,0,1,0,0
91870,0,0,0,1,0,0
91911,0,0,0,0,0,0
91962,0,0,0,0,0,0
91985,0,0,0,0,0,0
92007,0,0,0,0,0,0
92069,0,0,0,0,0,0
92112,0,0,0,0,0,0
92125,0,0,0,0,0,0
92149,0,0,0,0,0,0
92157,0,0,0,0,0,0
92172,0,0,0,1,0,0
92246,0,0,0,0,0,0
92352,0,0,0,0,0,0
92580,0,0,0,0,0,0
92584,0,0,0,1,0,0
92625,0,0,0,0,0,0
92656,0,0,0,0,0,0
92690,0,0,0,0,0,0
92868,0,0,0,1,0,0
92869,0,0,0,0,0,0
93020,0,0,0,0,0,0
93043,0,0,0,1,0,0
93052,0,0,0,0,0,0
93095,0,0,0,0,0,0
93133,0,0,0,0,0,0
93292,0,0,0,0,0,0
93331,1,1,1,1,0,0
93366,0,0,0,0,0,0
93377,0,0,0,1,1,0
93441,0,0,0,0,0,0
93494,0,0,0,1,0,0
93546,0,0,0,0,0,0
93582,1,1,1,1,0,0
